width_level,trial_number,dH,response,correct,finger_speed,timestamp
8,1,16.0000,left,1,24.0862,2026-06-29T13:12:08
8,2,16.0000,right,1,0.0000,2026-06-29T13:12:08
8,3,15.2000,right,1,0.0000,2026-06-29T13:12:09
8,4,15.2000,right,0,0.0000,2026-06-29T13:12:11
8,5,16.0000,right,0,0.0000,2026-06-29T13:12:12
8,6,16.8000,left,0,0.0000,2026-06-29T13:12:13
8,7,17.6000,right,0,0.0000,2026-06-29T13:12:14
8,8,18.4000,right,1,0.0000,2026-06-29T13:12:16
