width_level,trial_number,dH,response,correct,finger_speed,timestamp
12,1,24.0000,left,1,116.5384,2026-06-29T12:47:23
12,2,24.0000,left,1,0.0000,2026-06-29T12:47:24
12,3,22.8000,right,1,0.0000,2026-06-29T12:47:26
12,4,22.8000,right,1,0.0000,2026-06-29T12:47:27
12,5,21.6000,left,1,0.0000,2026-06-29T12:47:30
12,6,21.6000,left,1,0.0000,2026-06-29T12:47:31
